AY,609082,609158,Bardeleben2005a
AY,885308,885426,Bardeleben2005b
KT,447684,448287,Koepfli2015
DQ,239439,239486,LindbladToh2005
DQ,240289,240817,LindbladToh2005
KT,334552,334552,Shang2017
KT,426704,426764,Shang2017
KT,426780,426859,Shang2017
KX,604051,604069,Shang2017
